Timestamp,X,Y
1731313297.9526777,0.03,-2.41
1731313298.4851568,0.01999999999999999,-2.4
1731313299.0108895,0.01999999999999999,-2.4
1731313299.5393987,0.03,-2.4
1731313300.0723646,0.039999999999999994,-2.4
1731313300.5743992,0.04999999999999999,-2.4
1731313301.1058295,0.009999999999999995,-2.46
1731313301.606044,-0.06,-2.51
1731313302.1417327,-0.15000000000000002,-2.54
1731313302.6678538,-0.16999999999999998,-2.54
1731313303.1964147,-0.19,-2.54
1731313303.713773,-0.22999999999999998,-2.53
1731313304.2382674,-0.25,-2.53
1731313304.7681658,-0.26,-2.53
1731313305.296219,-0.27,-2.52
1731313305.8223612,-0.28,-2.52
1731313306.3521957,-0.3,-2.51
1731313306.8815227,-0.31,-2.5
1731313307.409952,-0.33,-2.4899999999999998
1731313307.9377627,-0.34,-2.4699999999999998
1731313308.4390864,-0.42000000000000004,-2.3499999999999996
1731313308.9391797,-0.4,-2.21
1731313309.4819973,-0.38,-2.17
1731313310.008745,-0.37,-2.15
1731313310.5327225,-0.36,-2.1399999999999997
1731313311.061707,-0.35,-2.12
1731313311.6007378,-0.33,-2.11
1731313312.1392908,-0.32,-2.1
1731313312.6673708,-0.31,-2.09
1731313313.199696,-0.31,-2.09
1731313313.7296205,-0.3,-2.08
1731313314.2659411,-0.29,-2.07
1731313314.7993195,-0.27,-2.07
1731313315.3265302,-0.27,-2.07
1731313315.8520343,-0.28,-2.07
1731313316.3776772,-0.28,-2.07
1731313316.879845,-0.29,-2.09
1731313317.3811722,-0.29,-2.1
1731313317.9154751,-0.29,-2.09
1731313318.4157324,-0.3,-2.06
1731313318.9278228,-0.27,-1.8699999999999999
1731313319.4345152,-0.16999999999999998,-1.7799999999999998
1731313319.9388297,-0.020000000000000018,-1.73
1731313320.4753945,0.009999999999999995,-1.73
1731313321.0115397,0.01999999999999999,-1.73
1731313321.5336351,0.039999999999999994,-1.73
1731313322.0585153,0.04999999999999999,-1.73
1731313322.5885775,0.06999999999999999,-1.7399999999999998
1731313323.113997,0.07999999999999999,-1.7399999999999998
1731313323.642239,0.09999999999999999,-1.75
1731313324.1699138,0.11,-1.7599999999999998
1731313324.6969597,0.13,-1.7699999999999998
1731313325.2240171,0.13999999999999999,-1.7699999999999998
1731313325.7471888,0.15,-1.7799999999999998
1731313326.2721553,0.16,-1.7899999999999998
1731313326.7987645,0.16999999999999998,-1.7999999999999998
1731313327.331409,0.18,-1.8099999999999998
1731313327.861771,0.19,-1.8199999999999998
1731313328.3863444,0.2,-1.8299999999999998
1731313328.9242918,0.21,-1.8499999999999999
1731313329.4536798,0.22,-1.8599999999999999
1731313329.9784594,0.22999999999999998,-1.8699999999999999
1731313330.5143452,0.22999999999999998,-1.89
1731313331.0185091,0.25,-1.99
1731313331.5205624,0.32999999999999996,-2.02
1731313332.0210414,0.42,-2.32
1731313332.5212362,0.15,-2.5
1731313333.0325718,0.07999999999999999,-2.48
1731313333.5355515,0.07999999999999999,-2.48
1731313334.0378375,0.07999999999999999,-2.48
1731313334.5401533,0.07999999999999999,-2.48
